content,rating
"Shop giao hàng ok. Nhưng trong 5 năm mình dùng máy in, chưa lần nào mình dùng hộp mực ma gây kẹt giấy và lệch giấy như 3 hộp mực này. Lần 1 mình tưởng do máy, mình đổi qua hộp 2-3 vẫn kẹt giấy liên tục. Sau đó quay về hộp mực cũ lại bt tiếp",2
"Tôi đặt hàng mua 2 hủ mực để dùng cho Canon LBP 6230DN , nhưng kết quả rất thất vọng. 
Shop giao 1 hủ có mã CE278A đưa vào máy dùng được nhưng trang in chỉ thấy được mép giấy bên phải còn hơn 2/3 giấy bên trái trắng tinh không mực in .
Còn hủ thứ 2 lại có mã CF 283A không đúng mã không đưa được vào máy in 
(Có hình chụp gửi kèm)
 Vô trách nhiệm quá",1
"Hàng nhận được không đúng theo thông tin và mẫu mã, hàng đặt loại có lỗ nạp mực. Nhưng nhận hàng thì không có",1
"In bị tróc như kiểu mực không dính vào giấy. May mà anh shop dễ thương, nhiệt tình hướng dẫn mình cách sử dụng, sau đó còn cho thợ qua kiểm tra lại nữa. Tuy là in vẫn chưa hoàn hảo lắm nhưng cũng tạm ổn.",4
quá thất vọng. đã gửi cái hỏng rồi đổi trả cái hư thì sao dùng đc. rẻ thì có giá của rẻ chứ ko phải rẻ để mua đồ bỏ đi chứ,1
"Vẫn tin tưởng mua đồ choở Tiki vì giao nhanh
Dễ tìm đúng loại sp mình cần mà ko ngại fai inbox mấy bạn chủ shop rồi lơi đi k kịp chat lại bị các bạn tế lên 🤠 cám ơn các trang mua bán điện tử mặc dù dịch bệnh vẫn ship hành đúng hẹn. Nhg sao shop lại chưa gửi hoá đơn VAT cho mình",4
"Tình hình là sau 6 ngày sử dụng, máy hoàn hão về nội thất nhưng chân máy 1 bên bị vênh, chỉ có 3 chân là chạm đáy. Mình đã thử xoay máy đặt lại và để ở các mặt phẳng khác nhau trong ngôi nhà nhưng vẫn lỗi. Vậy là máy có khả năng bị cong, nhắm mắt nhìn cũng rất khó thấy. Hiện Tiki đang xét TH của mình và chưa có câu trả lời. Sẽ cập nhật sau.",1
"Hàng chình hãng, nguyên seal, máy mới và đẹp. Mình khá hài lòng. Thời gian giao hàng chuẩn dự kiến. Tuy nhiên khi nhận hàng từ bên vận chuẩn hộp bị móp rách và nát. Không biết là do Tiki hay do bên vận chuyển. Mình khá là lo lắng khi nhận hàng, nhưng may bên trong vẫn còn nguyên. Với hàng giá trị cao, mong Tiki cẩn thận hơn.",4
"Vừa mở lên máy đã bị lỗi chưa cài OS, mò cài vẫn lỗi ko cài đc, tiki đang đem về sửa chưa thấy phản hồi lại. Để xem có 1 đổi 1 như cam kết lúc bán ko hay chỉ ghi vậy thôi rồi về sửa xong rồi bắt nhận lại máy cũ. Khuyên chân thành là mua hàng điện tử nên ra store mua, mua online 1 lần tởn tới già",1
Sản phẩm bị lỗi k nên mua,1
"Săn được sales giá 49k 
Giá quá tốt so với mực chính hãng ~500k và mực đổ (bơm) ~140k 
Tuy nhiên xuất xứ lại từ Đài Loan 
Chưa mở seal nên chưa biết chất lượng thế nào",3
"Đề nghị đổi trả hàng:
Mình mua thay cho máy HL-L2321D. Tuy nhiên hộp mực lắp vào còn lỏng lẻo, chất lượng in thì toàn sọc ngang. Mình đã thay hộp mực cũ để check",1
hộp mực mua về ko còn tí mực nào và in ra như thế này nè. lừa đảo nha mn tránh xa. do có 115k nên mình ko thèm trả nhưng nói cho mn biết mà tránh,1
"Hộp mực quá tệ hại, in toàn sọc và không có chữ, in mấy tờ mà đổ mực ra máy muốn hư máy in luôn...",1
"In bị mờ & có vệt đen
Tháo ra lắp vô lau dọn cũng ko khả quan",2
"Sản phẩm giống như mô tả.  Chưa sử dụng nên chưa biết được.  Nhưng tôi hài hòng với sản phẩm.  Rất thất vọng với Tiki ở chỗ: Đặt mua 1.đơn nhận hàng được 2 đơn trùng nhau.  Mình đặt mua 3 mặt hàng khác nhau,  mỗi mặt hàng 1 sản phẩm mà tiki gửi 2 gói hàng y chang nhau(1 quần và 1 phần mềm diệt virus bkav), mã số khác nhau.  Trong khi đó báo trên hệ thống cá nhân chỉ có 1 mã. Một gói hàng mình vẫn để nguyên, đã thanh toán và đã báo luôn với tổng đài chăm sóc mà chưa có phản hồi.  Thất vọng.",4
"Tặng Tiki 5* về chất lượng sản phẩm luôn.
Sản phẩm của Bkav thì không có gì phải bàn cãi, lại do Tiki phân phối thì không phải lo gì hết.
Mọi người nên dùng thử sản phẩm này??☺
Dù giao hàng muộn hơn 5 ngày và shipper hơi thiếu lịch sự chút xíu nên chỉ được 4* thôi.
Mong Tiki sẽ có nhiều sản phẩm như vậy nữa.",4
"Sản phẩm giá tốt, giao hàng nhanh chóng nhưng bản hướng dẫn cài đặt ko sát thực tế nên người dùng không sử dụng để tự cài đặt được. Yêu cầu Bkav hỗ trợ thì mất rất nhiều thời gian vì 3 nhân viên chuyền nhau mới hướng dẫn cài đặt  xong cho một sản phẩm. Thật sự thất vọng về cách làm việc của Bkav! Khách hàng ko cần lời cảm ơn suông ghi trên bao bì sản phẩm mà cần thái độ và chất lượng dịch vụ tốt. Có như vậy mới khuyến khích được người dùng sử dụng phầm mềm có bản quyền của Bkav! Rất mong sau đây, chất lượng hỗ trợ kỹ thuật của Bkav sẽ tốt hơn!",3
"Cứ sau mỗi lần mất điện là wifi không thể dùng được, có sóng nhưng k có kết nối internet, cắm dây mạng vào laptop thì vẫn kết nối bình thường và tốc độ nhanh hơn rất rất rất rất nhiều",1
Dùng rất ok. Cái cũ đang phát wifi yếu thay cái mới ngon ngay,4
"Sản phẩm tốt, tuy nhiên mình khuyên không nên mua ở thời điểm hiện nay do lý do băng tần 2.4 GHz dễ bị nhiễu sóng, đặc biệt tại khu đông dân.
Sản phẩm đính kèm giấy phép GPL (hơi bất ngờ).
Phiên bản mình nhận được là v14, có thể cài đặt openwrt 19.07, chất lượng sóng tốt hơn firmware gốc, theo cảm quan mình là như vậy. Ngoài ra vấn đề cập nhật bảo mật cũng chủ động hơn.",4
"wifi cứ hết nối được tầm 5 - 30 phút là bị mất mạng. Mặc dù vẫn hiện connect đến router nhưng ko có mạng.
Cứ phải khởi động lại router thì mới được nhưng rồi lại bị tiếp.
Đề nghị shop cho phản hồi",1
Mình mua lần đầu lỗi rớt mạng đổi luôn. Sau khi đổi dùng đc 2 ngày chất lượng tạm ổn. Vùng phủ sóng trong phạm vi 1 tầng(bán kính 8m). Có thể xuyên tường nhưng tốc độ giảm đáng kể 80mb xuống 45mb. Cắm dây Lan để đc chất lượng tốt nhất. Chuyển tiếp sóng tốc độ chậm hơn từ 80mb xuống 20mb. Hy vọng hữu ích cho ai đó cần.,4
"Mua hàng 2 lần đều nhận được hộp mực thường, ko có lỗ đổ, xả mực như quảng cáo.",1
"Tiki giao hàng trễ hạn 1 tuần, Cty chúng tôi có gửi thông tin xuất hoá đơn nhưng đến nay chưa nhận được. Chúng tôi cần thực hiện gì thêm để nhận được hoá đơn. Mong Tiki hồi âm sớm.",3
"Shop xem lại cách làm ăn của mình.. tôi đặt mua 2 usb sandick 16 g, 135 000₫ × 2 + phí vận chuyển là 282.000₫ . Nhưng khi mở ra chỉ có 1 cái usb.. shop phải giải quyết ..giao thêm 1 cái usb 16 g ..cho đơn hàng  số 339109657 đã thu đủ 282.000₫ của khách hàng..nếu không muốn bị mang tiếng xấu gian lận ,lửa dối khách hàng",4
"mình test thì tốc độ không như mô tả, mình thử copy vài file nhẹ và mấy file nặng nhưng tốc độ đọc ko lên 100mb/s, đóng gói giao hàng oke",4
"Thời gian giao hàng dự kiến thứ 3, tuy nhiên đến thứ 6 mới nhận đc hàng. Chậm 3 ngày. Lâu quá trời",3
có  yêu cầu  xuất hoá đơn mà  không  thấy xuất hoá đơn cho khách. mình  mua 2 lần  rồi  lần  nào cũng không có hoá đơn hết. trong khi đó  mình  có  yêu cầu  xuất hoá đơn.,1
"có cảm giác đồ gỉa! vì vỏ ngoài mới mua về chưa bóc đã có dấu hiệu bị rạch và dán tem rất sơ sài, khi tháo ra lôi usb ra chưa kịp xé vỏ nilong mỏ bọc miếng nhựa ép usb bên trong đã bị xé như này! các bạn ko nên mua nhé",1
"mô tả ghi 150mb/s nhưng thực tế ghi dc tầm 60mb/s thôi ạ. đã thử nhiều cổng (3.0), nhiều máy khác nhau, nhiều file nặng nhẹ (từ 1gb) khác nhau nhưng tốc độ là khá chậm. shop hỗ trợ đổi/trả cho mình nhé",2
"Đóng gói không chắc chắn, giao hàng nhanh. Tốc độ đọc/ghi *** thực khoảng 40/25 MB/s (trong khi SP được giới thiệu  là 150 MB/s). USB không bad sector.",3
"thiết kế đẹp
dung lượng thực khoảng 118
khi dùng bị nóng, có lẽ do vỏ kim loại dẫn nhiệt tốt
tốc độ chuyển file dao động khá lớn 18- dưới 100mB/s",3
Xài lâu kết nối bị chập chờn,4
"Máy chính hãng, rất đẹp nhưng đóng gói giao hàng làm hộp đựng bị móp méo",4
mới xếp 1 sao vì ko active được. giờ được rồi quay lại xếp 4 sao. tiki phản hồi chậm. chăm sóc khách hàng dở quá. hướng dẫn ko chi tiết. ai đang xài bản miễn phí 1 tháng chờ hết ngày hạn của bản miễn phí hãy renew đỡ đau đầu giống mình.,4
"sản phẩm nhỏ gọn, thiết kế chắc chắn rất tiện để mang theo. Tốc độ truy xuất dữ liệu khá ổn. 
Cáp chuyển đổi type C sang USB thuận tiện.",4
"không ngon bằng avast trước dùng, mang tiếng của mấy a nga ngố nhưng lắm lúc phần mềm cứ ngao ngáo kiểu gì.",4
Mã code cho 1 thiết bị nhưng kiểm tra thì có 5 thiết bị xài chung. Đang xài thì bị ai đó kích hoạt thêm vào làm bị khóa key,2
Key bị khoá sau khi sử dụng,2
"dây cáp èo uột, mỏng lét như cọng bún. Xài được vài ngày là chập chờn mất kết nối phải cắn ví bỏ tiền ra mua dây xịn. Chất lượng dạng này chỉ đáng để dùng sơ cua 1 vài ngày chứ không thể dùng lâu dài, xui thì mua về không có đường truyền. Đừng nên ham rẻ mà bỏ tiền mua. Đầu tư 1 chút để dùng lâu dài có khi còn rẻ hơn. Mua dây này về kiểu gì cũng phải mua dây loại tốt. Hình chụp so sánh dây mua về (dây nhỏ) và dây loại tốt mua ở gần nhà (dây lớn). Nhìn cũng đủ biết chất lượng khác nhau 1 trời 1 vực.",1
Không đúng mẫu yêu cầu minh đạt day để kết nối với mái in bieu còn có gì mai rảnh bạn gọi minh vào sdt này ***,1
"Dây vỏ mỏng, Luồn qua khe cửa rất dễ đứt, của mình đã bị đứt. Mình đã check dây của nhiều bên trên mạng... Đều vỏ mỏng cả. Nếu cần sợi dây vỏ tốt, nên ra tiệm đồ điện mua để trên tay sản phẩm.",3
"Chập chờn, ko ổn định.
Khung commnent của Tiki quá ngu, khi bắt người dùng ít nhất 25 ký tự",3
Không thể xài được dù đã thử nhiều thiết bị. Thử mua dây mới thì xài được. Thật sự thất vọng.,1
"Đã nhận đc hàng, mẫu mã như quảng cáo, còn chất lượng thì chưa biết ntn,",4
hôm nay nhận bộ tăng sóng wifi . Hàng được đóng gói cẩn thận. Tuy nhiên sử dụng thấy khó quá. theo hướng dẫn sử dụng kết nối với máy tính như hướng dẫn sử dụng dùng ethenet. Nhưng sau khi điền vào và bật lên thì ra bảng mật khẩu và không vào được. nhờ nhà cung cấp tư vấn để dùng được.,4
"Quá thất vọng. Đặt ở lầu 1 mà modem wifi ở lầu 2 cách vài mét mà không có cột sóng nào. Đặt cùng lầu với modem wifi thì full 5 cột. 
Không thể sử dụng được 😡😡😡",1
"Dùng cũng ổn, không bị nóng quá nhiều trong trường hợp mình dùng lâu. Khâu cài đặt mò mẫm muốn khùng luôn dù đã tải app theo giấy hướng dẫn kèm sản phẩm các kiểu. Bực quá định không làm nữa nhưng cũng cố lên youtube search cách cài đặt và cuối cùng đã thành công. Mọi người lên youtube xem video chỉ dễ hiểu hơn nhiều, không cần tải app như giấy hướng dẫn.",3
"Tương đối ổn, có 2 cái khuyết điểm:
- Không đổi được mật khẩu wifi,phải dùng mặc định giống router
- Tốc độ download không cao lắm, router  chính download dc 6MB/s, con này download được có 1,5MB à",4
"chất lượng chưa ổn trong sự 
quảng cáo lách thông tin
150Mbps tưởng ngon ai dề yếu nhớt! đang coi youtube mà bật tab thứ 2 là lag kinh khủng, chỉ nhận băng tần 2.4, ko có băng tần 5g.
ko buồn chụp ảnh
bạn nào nhà có 2 băng tần thì nên mua loại băng tần 5GHz, speed 300Mbps trở lên hoặc loại có cây anten ngoài- xấu mà khoẻ",1
"Hàng chính hãng của Nguyên Vũ nhập TQ, giao nhanh 1 ngày.Vì là thiết bị IT có bảo hành 2 năm nên cần thời gian theo dõi, chua có thể đua ra kết luận sớm",3
"Sản phẩm quá tệ, không thể bắt nổi wifi, tôi muốn trả lại",1
"Lúc nhận vỏ hộp bị méo, bên trong lại ko có chống sốc hay gì. Ram để trong hộp nhỏ bên trong, nhưng ko dk cố định, lắc đi lắc lại. Cầm về mà thấy ko yên tâm
May lúc lắp vẫn nhận dk ram -_-",2
"Đã lắp vào thấy hệ thống đã nhận, nhưng kiểm tra trên trang chủ samsung không thấy part number này. Trên hộp cũng không có code của nhà sản xuất, chỉ có code do nhà phân phối dán lên.",3
"hàng giao đã qua sử dụng rất nhiều lỗi 
Đóng gọi thanh ram ra bên ngoài vỏ bọc
chân ram có vết xước đã qua sử dụng
team có vết bóc dán lại
thanh ram bị ố vàng 
Shop có thể đã lừa đảo",1
"Gói hàng sơ sài, giao hàng lâu, khi nhận được hàng, vỏ hộp bị móp khá nhiều. Mong shop nên cải thiện những đơn hàng sau, tập gói hàng cho tử tế. Vì đồ linh kiện điện tử trong lúc vận chuyển xa rất dễ hư. Cảm ơn.",3
"Mua xài được mấy bữa thì hư, máy treo ở màn hình khởi động. Tháo ra lắp vô thì máy mở lên được nhưng rất giật và chậm, vẫn nhận ram nhưng giật còn hơn lúc chưa lắp thanh ram mới này vào. Tháo cây Ram này ra thì máy hoạt động bình thường",1
"Date sản xuất tuần 42 năm 2016 (khá cũ), Lắp vào nhận đủ dung lượng, sản phẩm (China) về ngoại quan có khác biệt so với ram zin (Korea) theo máy Dell mình đang dùng, chất lượng phải dùng thời gian mới biết được",3
"- Kiểm tra CPUZ thì RAM từ năm 2017. 
- Thanh RAM cũng không ghi rõ là bảo hành từ lúc nào, tem dán ghi là bảo hành 36 tháng.
- So sánh RAM mới lắp (bên trái) và Ram cũ (bên phải) để biết thêm chi tiết.",3
"Lắp vào máy nhận, chạy ổn. Tuy nhiên rất không hài lòng về cách đóng gói, hộp lớn hàng nhỏ nhưng không có lót đệm. Đã có nhiều phản ánh mà shop không cải thiện nên chỉ cho 3 sao thôi.",3
"Giao hàng cũ đã qua sử dụng, hàng điện tử mà đóng gói cẩu thả, không có bao bì nhãn mác gì cả.",1
"Hàng kém chất lượng, dùng 3 hôm thì vỡ, lại phải mua cái khác, bực mình @@",1
"Người bán giao hàng nhầm cho mình: Mình mua mực Máy in Canon 6030 nhưng lại giao cho mình mực máy in trên hộp mực ghi chỉ cho các loại máy CN LBP 3018/3010/3050/3020/3100/315/3250/6000/6018/6200

Hoàn toàn không có cái máy in Canon 6030 hay 6030w có lỗ nạp-xả mực thải như quảng cáo. Mình nhìn cái hộp bên ngoài là không giống cái hộp cách vài hôm trước mua rồi. Đề nghị đổi trả hàng ạ",1
Mua về ko in đuoc luôn. Cái trước mua ngon. Mua lại lân nưa thất vọng qua,1
Shop giao ko dùng sp. H làm sao dùng được đây. Quá tệ,1
Ok shop,4
"Mỗi giao hàng nhanh trong vòng 24h. Tuy nhiên, chất lượng Không như mô tả, khi dùng mở rộng sóng mà tốc độ ghi nhận 2.4Ghz thì tương đương khi chưa dùng TP link AC50, và 5Ghz thì thấp hơn 50% so với Router chủ. Đề nghị Tiki cho trả lại hoàn tiền vì không dùng được như mô tả.",1
"Tiki ship siêu nhanh. 
Đóng gói hàng ok. Hàng mới.
Thiết lập nhanh chóng và kết quả khá OK với 2 băng tầng. Mạng 5Ghz chạy ngon hơn modem cũ ""một chút"".
Ảnh đầu là modem cũ mạng 2.4Ghz.
Ảnh thứ 4 là mạng 5G mới và ảnh cuối là 2.4G mới",4
"Sản phẩm khi xảy ra sự cố cần bảo hành thì nhà bán hàng yêu cầu mở máy tính hướng dẫn kiểm tra trước rồi mới bảo hành. Rất phức tạp, không bằng các hãng khác. Nói chung nếu ngay từ đầu biết quy trình như vậy sẽ không bao giờ mua hãng này.",1
"Mới nhận, hàng ko có tem Tp link dán hộp, chắc bị khưi hộp để dán tem nhà bán hàng, sản phẩm test thử mạng 5G thấy tốc độ nhỉnh hơn  so với mạng router Viettel cung cấp. Thời gian sử dụng sẽ đánh giá lại độ bền cũng như sóng sánh ntn.",4
"Hàng nhận mới, tốt, chỉ có điều phần thiết lập hơi khó hiểu, mình setup cũng cả tiếng mới đúng ý, điểm hạn chế là phải kết nối vào wifi của cục này thì mới setup được. Về độ bền và chất lượng thì phải dùng 1 thời gian mới biết được.",4
Ghi là sạc chân kim nhưng giao chân to. Đã thế dây và cục sạc không cùng màu,1
Sử dụng đc 1 tuần sản phẩm đểu dễ gây cháy nổ,1
"Đây không phải là hàng chính hãng. Mình cũng không muốn đánh giá 1 sao, mình chờ và hy vọng Tiki và nhà cung cấp nhận lỗi và xử lý thỏa đáng. Nhưng lại bị xem như kẻ bịa đặt và Tiki yêu cầu minh quay clip để chứng minh sản phẩm là hàng giả mạo.

Tiki đã không đảm bảo nhà cung cấp bán hàng chính hãng thì không nên gắn mác hàng chính hãng cho các nhà cung cấp này.

Quá kinh dị về cách làm việc của Tiki. Sau khi thông báo sự việc đến lần nói chuyện thứ 5 thì thay vì mình nhận thông tin về việc xử lý thì nhân viên Tiki yêu cầu mình quay clip để chứng minh hình ảnh mình chụp phần mềm CPUZ không bịa đặt. Không còn gì để nói với, Tiki đang xem khách hàng lừa họ chỉ vì 380 ngàn.

Mình không muốn các bạn giải quyết tiếp. Vì các bạn không đủ trình độ và thiện chí để giải quyết.

Thông tin này này mình đưa lên mạng xã hội để mọi người cùng biết và tránh những thông tin rao bán hàng chính hãng sai lệch của Tiki. Thanh ram này mình sẽ giữ và nếu cần mình sẽ gửi cho samsung để họ kiểm tra. 

Cám ơn ! Xin kết thúc giao dịch này tại đây và Tiki cũng đừng gọi điện làm phiền nếu như các bạn không giải quyết.",1
"nhận được 2 sản phẩm, 1 cái từ China 1 cái từ Philippines.
china cắm vào máy ko nhận, philippines hoạt động tốt. giờ mình phải dùng 1 thanh cũ của máy + 1 thanh mới.
đang yêu cầu đổi/hoàn tiền cho thanh RAM china. 
xin cảm ơn",2
"Hàng đúng mô tả, mới mua về gắn phát ăn luôn. Đóng gói hơn ẩu, k có gì cố định thanh ram lại. Nói chung ổn. Thơi gian sau mới biết. hihi",4
"Mua 2 thanh ram 8GiB, đóng gói gọn gàng, tem nhãn đầy đủ mà tem giấy. Tính dùng cho NAS, nhận hàng ở chổ làm, chưa về nhà gắn thử (ko biết còn hoạt động hay ko), tưởng rằng hàng nhập khẩu mới 100%, mở ra tá hỏa thấy sản phẩm đã sử dụng rồi. Đời không như là mơ. @Tiki trả hàng giúp mình.
@Lagihitech các bạn nên mô tả đầy đủ và đúng thông tin sản phẩm đang bán.",1
"Sản phẩm đúng quảng cáo, lắp vào laptop nhận ngay. Đóng gói hơi ẩu nên ram bị văng ra trong quá trình vận chuyển (vẫn trong hộp, nhưng rời khỏi chốt cố định vị trí nên rơi lung tung)",4
"- Giao hàng nhanh, đóng gói cẩn thận.
- Ram lắp vào laptop nhận ngay và hiện đang sử dụng tốt, chưa gặp vấn đề lỗi nào.
- Giá cả hợp lý.
- shop tư vấn nhiệt tình, thân thiện.
Thanks!",4
"Khoảng hở gốc rất lớn ọp ẹp 

Bên giao hàng thì tào lao, giao ngày 18 Tây mà mãi đến 24 Tây vẫn chưa cập Nhật đã giao hàng thành công
Có dấu hiệu lương lẹo bất chính 
Rọc lấy tem giao hàng mang về rất mờ ám",2
"khi nhận hàng mình thấy hộp của hãng sản xuất đã được bóc, không biết nhà phân phối bóc ra để dán tem bảo hành vào hay là làm gì. Rồi sau đó dán team niêm phong màu vàng lại. Vì thế tôi nghi ngờ phân vân không biết có phải là hàng mới hay hàng bóc máy. Vì vậy cần giải thích từ shop.
Còn khi xem hàng thi thấy Ok, lắp vào chạy OK, chưa có lỗi gì",3
Toi mua Canon 3050 mà gui HP sao xai được.  Đề nghi đổi trả,1
Người bán không trả lời tin nhắn,1
"Thùng hàng vận chuyển không kỹ lưỡng, tới tay khách hàng móp méo, rách và lủng một lỗ khá to. Tưởng hộp mực hư rồi, may mà shop dán túi nylon chống sốc, hú hồn.",3
"Mình đặt mua sạc 3.42A thì giao loại côn suất thấp hơn, đã liên hệ đổi 1 lần mà vẫn giao sai hàng! Giò tiki ko cho đổi/trả. Rất mất thời gian và tiền bạc, chưa kể đây chỉ là sạc lô (replacement)",1
sạc được 45’ nổ và ngắt nguồn luôn,1
Hàng kém chất lượng quá. Mình xài có 2 tuần đã cháy hỏng luôn??,1
Xạc chân nhỏ quá đề nghị shop cho đổi lại chân to hơn,1
"hàng kém chất lượng, in ra bị thiếu nét đã yêu cầu trả hàng hoàn tiền mà Tiki không chịu đòi bảo hành trong khi mình đặt NOW 2 giờ cần dùng gấp, không biết đến khi nào mới nhận lại",1
"Sản phẩm không thể in được. Lắp vào máy đành tháo ra, bỏ.",1
"Mua 2 khay 1 khay  vừa bỏ vào máy báo hết mực.
1 khay thì in 5 trang báo hết mực",1
Bạn ơi shop giao nhần rồi. Mình mua Ư1107A mà gửi thường. Bh muốn đổi hàng,1
"nhìn mức độ hoàn thiện bên ngoài không được đẹp, nhựa hơi sần sùi, gắn vào máy in thì đèn vẫn báo hết mực nhưng in ra thì ok nhé. Có thể ko phải hàng chính hãng nên máy không nhận được, vẫn báo hết mực hoài",4
hộp mực tốt nhé-mình hài lòng,4
"mới nhận được hàng , nhưng gắn vô máy không in ra, báo lỗi toner, giờ làm sao, để mực in củ vô thì máy vẫn in được , thay mới vô là báo lỗi",1
"Hộp mực bên trong túi bao bì đã bị cắt từ trước, mực rơi vãi bao kín hộp mực ko thể sử dụng. Shop có trả lời tin nhắn nhưng không đưa ra được phương án giải quyết chỉ bảo sẽ ghi nhận và kiểm tra bộ phận liên quan sau nhiều tuần vẫn không có phương án.
Mua đắt hơn chỗ khác chỉ vì tin tưởng cửa hàng chính hãng nhưng rất thất vọng !",1
"Trong quảng cáo nói dùng được cho máy MFC-L2701DW, nhưng thực tế kg lắp được.. vui lòng liên lạc lại để đổi hàng",1
"Đúng như mong đợi. Đóng gói kỹ càng, có túi khí chống sốc.",4
"Lần thứ 2 mua hàng của Tiki, lần thứ 2 thất vọng. Bỏ ra hơn 800 nghìn để mua 1 cái ram cũ, đã sử dụng về. Ram đã sản xuất và sử dụng từ 2018. Đóng gói thì quá kém, để 1 cái hộp nhỏ trong 1 cái hộp to mà ko có lót chống sốc. Hộp đựng ram thì ram đã bay khỏi vị trí. cầm thì súc sắc bên trong. May là lắp vào mt vẫn lên, không thì ko còn gì để nói. Đành nói là mất tiền ngu vì ko xem trước khi trả tiền. Sẽ ko bao giờ mua hàng của Tiki nữa. Nên học cách Shopee thì mới bán được.",1
"Hàng đã qua sử dụng, chân ram bị oxy hóa lốm đốm. Nếu từ đầu nói là hàng second hand thì tôi sẵn sàng nhận mà không cần suy nghĩ. Biết rằng có bảo hành nhưng laptop đang dùng mà bị vấn đề gì phải gửi đi bảo hành mệt mỏi lắm. Chưa kể ảnh hưởng công việc. Đang chờ đổi lại, hy vọng Tiki và bên bán hàng không làm tôi thất vọng.",2
giao hàng ok. test cũng được! nhưng trong hộp lại thiếu cộng dây USB nối dài. không biết sản phẩm này TP-link đóng gói không cho vào hay là bên bán hàng đã lấy ra.,3
"Sp nguyên seal của nhà cung cấp. Xài ổn, nhưng các loại dongle wifi của TP-Link hay bị lỗi không nhận wifi 5Ghz của router ở một số kênh (chanel), mình bị lỗi này và phải chỉnh lại router mới sử dùng được băng tầng kép.",3
"Một sự làm ăn hết sức ba trợn, lừa lọc",1
thường vẫn hay sử dụng chính hãng cơ mà covid làm thiệt hại hầu bao quá nên sử dụng loại này xem sao.,4
"Mực in không đều còn nhiều chỗ chưa đều
Mực",3
"Đóng gói sơ xài chỉ bọc 1 lớp ni lông mỏng bên ngoài thùng (Đã mua nhiều lần hầu như mặc định của tiki là vậy luôn kể cả hàng giá trị cao) đã vậy nhận hàng còn thấy nó rách lỏm chỏm...Sản phẩm mới, giao hàng nhanh, có in 2 mặt tự động, độ bền thì phải sử dụng một thời gian sẽ đánh giá sau....! Đăng kí bảo hành thì yêu cầu phải có hóa đơn tài chính mà sản phẩm nhận được thì ko thấy hóa đơn kèm theo nên đến hiện tại vẫn chưa đăng kí bảo hành được nhờ Tiki hỗ trợ dùm mình.",4
"Mới mua về in đã bị mờ, nhắn cho shop thì yêu cầu gửi này gửi kia rồi đợi xử lý. Mỗi ngày xài mỗi mờ tới khi mờ căm ko xài dc nữa vẫn chưa xử lý phải tự kêu thợ tới. Thì thợ kiểm tra hợp mực đã để lâu ngày quá khô hết mực bên trong, bơm mực không lên được nữa phải thay hợp mực mới gần 600k. Máy mua xài in chưa được 20 tờ A5. Mình trước có mua 1 máy y chang ở chổ khác xài phà phà không bị gì",1
"Máy đẹp, rất dễ sử dụng. Lúc đầu mình ưng loại này vì chức năng in 2 mặt tự động (mình gà mờ lắm, xem hướng dẫn lật in 2 mặt thủ công mà thấy rắc rối với mất công quá nên mua loại in 2 mặt tự động cho tiện). Tuy nhiên, sau khi mua về rồi in thử và tìm hiểu thì mới biết chức năng in 2 mặt tự động chỉ áp dụng cho khổ giấy A4, còn A5 vẫn phải lật thủ công nên mình hơi bất ngờ (lần đầu mình tự bỏ tiền mua máy in nên không biết luôn á). Các bạn nào mua thì nhớ lưu ý trước khi mua nha, không thì lúc in ra cái mắt chữ O mồm chữ A giống mình luôn ;-; Còn về các chất lượng in, thời gian in thì rất ok, thân máy chắc chắn, để trong phòng khá đẹp. Thiết kế chống kẹt giấy cũng rất hiệu quả. Vote 4 sao vì lúc giao hàng, anh shipper đặt máy mình xuống khá mạnh, tuy là không bị hỏng hóc gì nhưng mà hàng hóa như máy in như vầy cũng phải cẩn thận chứ.",4
"Máy in 2 mặt, sắc nét. 
Muốn in đẹp, đậm hơn nữa thì vào phần printer setting để chỉnh. Dùng với máy window thì ổn chứ với MacOs thì hơi tù vì phải in qua phần mềm của hãng chứ không in trực tiếp qua Airprint được.",4
"USB bị lỗi, cắm vô máy tính lần đầu sau đó tháo ra, cắm vô lại lần 2 không nhận, đã thử với thiết bị khác cũng không nhận. Nhờ hãng hỗ trợ bảo hành giúp.",1
"bị hư rồi, mua 2 cái mới sử dụng 1 cái chép dữ liệu vô giờ mở không nhận usb, trả hàng cách nào ạ?",1
Gửi nhanh hơn 1 ngày...,4
"Sản phẩm nhận giống như ảnh các người dùng khác mua. 
Có điều không thấy biên lai giao hàng",4
"Đóng gói cực kì tệ, chất lượng write chậm hơn cả ổ cũ của mình, hình  như shop vứt các ổ cứng vào hôp rỗng rồi gửi vậy, hộp bị méo ép vào ổ cứng. Thấy tiki trading nên an tâm nhưng giờ phải suy nghĩ lại. Không bao giờ mua ở đây nữa, hết. Nếu bạn đọc dk dòng này nên cân nhắc khi mua",1
"shipper không thân thiện, giao hàng chậm, làm mất thời gian của khách hàng, tôi nhờ người nhà nhận dùm vì không có mặt ở nhà, chưa sử dụng sản phẩm nên chưa biết chất lượng sao",4
